m_chi_GeV,m_phi_MeV,alpha,sigma_m_30,sigma_m_1000
37.275937,9.0535788556e-01,2.9556964847e-05,5.013380,0.00547888
37.275937,1.0107908526e+00,3.4254105195e-05,5.010184,0.00589622
37.275937,1.1285019594e+00,3.9697706744e-05,4.996058,0.00637627
37.275937,1.2599210499e+00,4.6437748555e-05,4.993688,0.00699614
37.275937,1.4066444801e+00,5.4831463344e-05,4.995367,0.00787629
37.275937,1.5704545088e+00,6.5349378526e-05,4.992732,0.00892472
37.275937,1.7533409465e+00,7.8860043615e-05,5.002314,0.01045684
37.275937,1.9575253262e+00,9.6355495697e-05,5.011696,0.01250848
37.275937,2.1854878884e+00,1.1883624252e-04,4.990679,0.01543333
37.275937,2.4399977085e+00,1.4295965159e-04,4.700005,0.01785139
37.275937,2.7241463332e+00,1.5960794116e-04,3.936407,0.01793381
37.275937,2.7241463332e+00,3.2995872451e-04,9.836798,0.07623981
37.275937,3.0413853336e+00,1.7819499836e-04,3.277343,0.01807921
37.275937,3.0413853336e+00,3.6838389083e-04,7.951750,0.07674954
37.275937,3.3955682317e+00,1.9894660133e-04,2.718380,0.01817203
37.275937,3.3955682317e+00,4.1128383930e-04,6.399755,0.07700640
37.275937,3.7909973093e+00,2.2211482111e-04,2.250667,0.01820774
37.275937,3.7909973093e+00,4.5917967826e-04,5.144281,0.07698495
37.275937,4.2324758681e+00,2.4798108350e-04,1.863004,0.01817873
37.275937,4.2324758681e+00,6.2170523585e-04,5.002307,0.11181502
37.275937,4.2324758681e+00,1.1683724126e-03,8.894537,0.37178451
37.275937,4.7253665758e+00,2.7685958760e-04,1.542748,0.01823737
37.275937,4.7253665758e+00,8.8746876220e-04,4.999798,0.17893377
37.275937,4.7253665758e+00,1.3044345954e-03,6.935114,0.36620446
37.275937,5.2756566064e+00,3.0910112241e-04,1.278011,0.01805902
37.275937,5.2756566064e+00,1.1867275235e-03,4.634576,0.24496296
37.275937,5.2756566064e+00,1.4563418267e-03,5.450705,0.35426665
37.275937,5.8900303675e+00,3.4509732787e-04,1.058367,0.01834295
37.275937,5.8900303675e+00,1.3249272409e-03,3.714360,0.24466596
37.275937,5.8900303675e+00,1.9293379992e-03,4.906021,0.46886971
37.275937,6.5759506955e+00,3.8528545213e-04,0.875304,0.01821398
37.275937,6.5759506955e+00,1.4792209323e-03,3.005187,0.23763771
37.275937,6.5759506955e+00,2.2220772200e-03,4.002855,0.46948313
37.275937,7.3417495075e+00,4.3015366286e-04,0.722203,0.01838106
37.275937,7.3417495075e+00,1.6514828128e-03,2.448858,0.23427838
37.275937,7.3417495075e+00,2.5354615672e-03,3.278607,0.46900755
37.275937,8.1967290095e+00,4.8024697700e-04,0.594013,0.01811499
37.275937,8.1967290095e+00,1.8438053581e-03,2.003418,0.22395138
37.275937,8.1967290095e+00,2.9751834518e-03,2.753915,0.46804347
37.275937,9.1512746909e+00,2.0585247224e-03,1.640579,0.21759072
37.275937,9.1512746909e+00,3.4695128856e-03,2.312278,0.46860423
37.275937,1.0216981478e+01,2.2982491151e-03,1.341896,0.21198398
37.275937,1.0216981478e+01,4.0459756039e-03,1.942907,0.46886946
37.275937,1.1406794577e+01,2.5658904834e-03,1.095079,0.19776448
37.275937,1.1406794577e+01,5.0210858174e-03,1.691497,0.46961051
37.275937,1.2735166723e+01,2.8646998837e-03,0.891292,0.18734174
37.275937,1.2735166723e+01,6.1925577527e-03,1.462468,0.46994706
37.275937,1.4218233734e+01,3.1983069725e-03,0.723577,0.17811773
37.275937,1.4218233734e+01,7.2891647280e-03,1.227266,0.45309743
37.275937,1.4218233734e+01,7.5974338689e-03,1.256419,0.46903866
37.275937,1.5874010520e+01,3.5707640959e-03,0.586091,0.16128088
37.275937,1.5874010520e+01,8.1380204977e-03,0.996693,0.38236591
37.275937,1.5874010520e+01,1.1153067026e-02,1.185665,0.46935888
37.275937,1.7722609903e+01,9.0857293109e-03,0.807582,0.35059209
37.275937,1.7722609903e+01,1.4457141680e-02,1.039826,0.46931215
37.275937,1.9786486935e+01,1.0143803046e-02,0.653104,0.31825364
37.275937,1.9786486935e+01,1.7941420353e-02,0.888717,0.45294750
37.275937,2.2090711661e+01,1.1325094190e-02,0.527349,0.28008421
37.275937,2.2090711661e+01,2.0030778839e-02,0.718556,0.39008562
37.275937,2.4663273642e+01,2.2363452448e-02,0.580094,0.35067636
42.919343,1.0000000000e-01,3.1517257982e-06,5.010457,0.00058437
42.919343,1.1164544638e-01,3.5078293667e-06,5.012248,0.00064984
42.919343,1.2464705697e-01,3.9041679554e-06,4.998673,0.00075794
42.919343,1.3916276314e-01,4.3588257411e-06,4.999198,0.00086044
42.919343,1.5536888810e-01,4.8815922730e-06,5.010741,0.00098820
42.919343,1.7346228865e-01,5.3826803671e-06,4.986910,0.00109319
42.919343,1.9366274646e-01,6.0282407347e-06,5.015423,0.00124547
42.919343,2.1621563775e-01,6.7722590883e-06,5.003643,0.00142522
42.919343,2.4139491390e-01,7.5140246626e-06,5.006994,0.00158404
42.919343,2.6950642916e-01,8.4414216436e-06,5.008127,0.00179695
42.919343,3.0089165584e-01,9.3369205555e-06,5.004020,0.00196680
42.919343,3.3593183228e-01,1.0391869793e-05,4.985037,0.00216884
42.919343,3.7505259366e-01,1.1747315608e-05,5.002265,0.00245426
42.919343,4.1872914234e-01,1.3074607789e-05,4.999992,0.00267728
42.919343,4.6749202008e-01,1.4688303822e-05,5.013285,0.00295827
42.919343,5.2193355259e-01,1.6449914426e-05,5.007653,0.00322869
42.919343,5.8271504458e-01,1.8711583687e-05,5.013083,0.00361211
42.919343,6.5057481262e-01,2.1021007331e-05,4.989959,0.00391586
42.919343,7.2633715356e-01,2.3911147964e-05,5.008349,0.00432282
42.919343,8.1092235729e-01,2.7114172125e-05,4.990287,0.00471003
42.919343,9.0535788556e-01,3.1034533018e-05,5.007460,0.00519266
42.919343,1.0107908526e+00,3.5632398976e-05,4.997361,0.00554276
42.919343,1.1285019594e+00,4.1423695059e-05,4.997132,0.00600966
42.919343,1.2599210499e+00,4.8156244363e-05,4.990411,0.00652614
42.919343,1.4066444801e+00,5.6507920761e-05,4.988108,0.00721323
42.919343,1.5704545088e+00,6.7138242950e-05,5.007845,0.00816684
42.919343,1.7533409465e+00,8.0266176926e-05,4.988122,0.00939785
42.919343,1.9575253262e+00,9.7465315314e-05,4.995072,0.01116268
42.919343,2.1854878884e+00,1.1121105914e-04,4.464516,0.01166310
42.919343,2.4399977085e+00,1.2416208339e-04,3.817546,0.01167893
42.919343,2.7241463332e+00,1.3862131224e-04,3.231308,0.01178425
42.919343,2.7241463332e+00,2.8657290510e-04,8.369858,0.05016989
42.919343,3.0413853336e+00,1.5476438282e-04,2.711859,0.01170727
42.919343,3.0413853336e+00,3.1994559909e-04,6.831455,0.04978637
42.919343,3.3955682317e+00,1.7278738603e-04,2.261076,0.01181150
42.919343,3.3955682317e+00,3.5720469227e-04,5.532027,0.05016318
42.919343,3.7909973093e+00,1.9290924841e-04,1.877013,0.01179570
42.919343,3.7909973093e+00,4.4329367991e-04,4.997897,0.06163855
42.919343,4.2324758681e+00,2.1537439149e-04,1.554622,0.01182333
42.919343,4.2324758681e+00,6.1723740719e-04,5.000047,0.09498602
42.919343,4.2324758681e+00,1.0147447291e-03,8.044654,0.24643620
42.919343,4.7253665758e+00,2.4045570076e-04,1.286757,0.01190796
42.919343,4.7253665758e+00,8.8383616918e-04,4.999617,0.15352719
42.919343,4.7253665758e+00,1.1329162824e-03,6.252156,0.24466961
42.919343,5.2756566064e+00,2.6845784045e-04,1.065407,0.01185217
42.919343,5.2756566064e+00,1.0306863517e-03,4.088210,0.16392736
42.919343,5.2756566064e+00,1.3048141198e-03,4.997048,0.25297387
42.919343,5.8900303675e+00,2.9972095431e-04,0.882533,0.01207183
42.919343,5.8900303675e+00,1.1507143781e-03,3.236038,0.16476238
42.919343,5.8900303675e+00,1.9945218138e-03,4.999215,0.43079390
42.919343,6.5759506955e+00,3.3462479732e-04,0.730991,0.01193750
42.919343,6.5759506955e+00,1.2847202040e-03,2.586195,0.15998325
42.919343,6.5759506955e+00,2.4446081144e-03,4.163024,0.46929308
42.919343,7.3417495075e+00,3.7359334865e-04,0.604844,0.01185719
42.919343,7.3417495075e+00,1.4343316064e-03,2.087233,0.15556535
42.919343,7.3417495075e+00,2.8596638506e-03,3.375523,0.46976203
42.919343,8.1967290095e+00,1.6013659245e-03,1.697961,0.15373074
42.919343,8.1967290095e+00,3.3038231809e-03,2.747379,0.46814453
42.919343,9.1512746909e+00,1.7878521346e-03,1.388026,0.14711933
42.919343,9.1512746909e+00,4.0117541460e-03,2.329010,0.46968607
42.919343,9.1512746909e+00,4.0032225379e-03,2.326133,0.46855533
42.919343,1.0216981478e+01,1.9960554962e-03,1.136628,0.14508985
42.919343,1.0216981478e+01,4.5491497355e-03,1.911713,0.45265539
42.919343,1.0216981478e+01,4.7121318342e-03,1.949805,0.46990342
42.919343,1.1406794577e+01,2.2285050686e-03,0.930139,0.14005747
42.919343,1.1406794577e+01,5.0789185285e-03,1.563259,0.41653121
42.919343,1.1406794577e+01,5.7396568434e-03,1.671912,0.46944246
42.919343,1.2735166723e+01,2.4880244314e-03,0.759592,0.13079853
42.919343,1.2735166723e+01,5.6703812622e-03,1.279381,0.36394148
42.919343,1.2735166723e+01,7.7229963679e-03,1.510408,0.46929253
42.919343,1.4218233734e+01,2.7777659824e-03,0.618699,0.12588695
42.919343,1.4218233734e+01,6.3307224714e-03,1.045308,0.33793013
42.919343,1.4218233734e+01,9.6141567014e-03,1.306449,0.46940237
42.919343,1.5874010520e+01,3.1012492303e-03,0.502624,0.11848970
42.919343,1.5874010520e+01,7.0679633621e-03,0.851820,0.30416079
42.919343,1.5874010520e+01,1.2501159688e-02,1.151214,0.45904998
42.919343,1.7722609903e+01,7.8910592453e-03,0.692275,0.27776096
42.919343,1.7722609903e+01,1.3956975536e-02,0.937969,0.41923229
42.919343,1.9786486935e+01,8.8100083183e-03,0.561262,0.23556761
42.919343,1.9786486935e+01,1.5582327638e-02,0.762086,0.33291023
42.919343,2.2090711661e+01,1.7396959247e-02,0.617694,0.30490792
49.417134,1.0000000000e-01,3.3821329593e-06,5.007368,0.00050483
49.417134,1.1164544638e-01,3.7525780005e-06,4.997454,0.00056099
49.417134,1.2464705697e-01,4.2157291964e-06,4.992813,0.00063019
49.417134,1.3916276314e-01,4.7066696794e-06,5.011536,0.00073687
49.417134,1.5536888810e-01,5.2547823730e-06,5.012368,0.00083170
49.417134,1.7346228865e-01,5.7941778687e-06,5.001150,0.00093090
49.417134,1.9366274646e-01,6.4890903175e-06,5.005159,0.00106899
49.417134,2.1621563775e-01,7.2447738507e-06,5.002805,0.00121411
49.417134,2.4139491390e-01,8.0133277003e-06,4.984942,0.00134417
49.417134,2.6950642916e-01,9.0023497292e-06,5.015347,0.00153345
49.417134,3.0089165584e-01,9.9883771435e-06,4.998447,0.00169895
49.417134,3.3593183228e-01,1.1221163995e-05,4.994445,0.00192086
49.417134,3.7505259366e-01,1.2527918631e-05,5.008011,0.00213443
49.417134,4.1872914234e-01,1.4117990418e-05,4.987093,0.00240395
49.417134,4.6749202008e-01,1.5713137677e-05,4.988664,0.00262655
49.417134,5.2193355259e-01,1.7652486708e-05,4.999883,0.00290704
49.417134,5.8271504458e-01,1.9769600308e-05,4.994606,0.00317830
49.417134,6.5057481262e-01,2.2487687231e-05,4.985624,0.00356215
49.417134,7.2633715356e-01,2.5341875392e-05,4.989482,0.00389304
49.417134,8.1092235729e-01,2.8736553024e-05,5.003114,0.00427912
49.417134,9.0535788556e-01,3.2789331132e-05,4.998842,0.00472988
49.417134,1.0107908526e+00,3.7530247097e-05,5.002047,0.00522460
49.417134,1.1285019594e+00,4.3224726391e-05,5.001831,0.00569077
49.417134,1.2599210499e+00,5.0406553955e-05,4.995571,0.00619968
49.417134,1.4066444801e+00,5.8781648693e-05,4.988755,0.00678284
49.417134,1.5704545088e+00,6.9406547819e-05,5.004382,0.00760109
49.417134,1.7533409465e+00,7.7489250127e-05,4.506125,0.00761067
49.417134,1.9575253262e+00,8.6513219198e-05,4.006184,0.00764857
49.417134,2.1854878884e+00,9.6588069748e-05,3.517402,0.00758892
49.417134,2.1854878884e+00,1.9967725957e-04,9.906360,0.03237881
49.417134,2.4399977085e+00,1.0783618162e-04,3.051019,0.00759590
49.417134,2.4399977085e+00,2.2293056776e-04,8.383347,0.03239231
49.417134,2.7241463332e+00,1.2039418632e-04,2.615785,0.00769365
49.417134,2.7241463332e+00,2.4889182749e-04,7.007506,0.03278926
49.417134,3.0413853336e+00,1.3441462673e-04,2.220074,0.00768559
49.417134,3.0413853336e+00,2.7787639180e-04,5.794028,0.03272838
49.417134,3.3955682317e+00,1.5006781001e-04,1.867288,0.00773772
49.417134,3.3955682317e+00,3.2505540168e-04,5.008777,0.03611592
49.417134,3.7909973093e+00,1.6754387635e-04,1.559410,0.00766173
49.417134,3.7909973093e+00,4.3737835815e-04,4.995707,0.05166342
49.417134,3.7909973093e+00,7.8938941741e-04,9.196319,0.16363368
49.417134,4.2324758681e+00,1.8705510863e-04,1.295829,0.00771127
49.417134,4.2324758681e+00,6.0522383866e-04,4.992842,0.07899656
49.417134,4.2324758681e+00,8.8131733872e-04,7.239741,0.16316946
49.417134,4.7253665758e+00,2.0883851100e-04,1.073744,0.00773624
49.417134,4.7253665758e+00,8.0179071186e-04,4.657568,0.10966795
49.417134,4.7253665758e+00,9.8395067681e-04,5.653332,0.16183051
49.417134,4.7253665758e+00,1.7403209250e-03,9.391922,0.44979983
49.417134,5.2756566064e+00,2.3315868781e-04,0.888774,0.00773359
49.417134,5.2756566064e+00,8.9516281926e-04,3.648434,0.10858512
49.417134,5.2756566064e+00,1.2675336300e-03,4.993424,0.20735638
49.417134,5.2756566064e+00,1.9429890651e-03,7.211447,0.43300050
49.417134,5.8900303675e+00,2.6031105777e-04,0.735789,0.00769831
49.417134,5.8900303675e+00,9.9940852536e-04,2.863392,0.10681068
49.417134,5.8900303675e+00,1.9315175213e-03,5.004125,0.34270058
49.417134,5.8900303675e+00,2.1692588147e-03,5.502201,0.41201064
49.417134,6.5759506955e+00,2.9062544241e-04,0.609432,0.00785253
49.417134,6.5759506955e+00,1.1157941093e-03,2.261255,0.10758168
49.417134,6.5759506955e+00,2.5429726211e-03,4.357227,0.43221971
49.417134,6.5759506955e+00,2.6920663235e-03,4.553266,0.46909825
49.417134,7.3417495075e+00,3.2447007246e-04,0.504839,0.00784132
49.417134,7.3417495075e+00,1.2457333139e-03,1.802096,0.10565629
49.417134,7.3417495075e+00,2.8391131341e-03,3.335851,0.40639350
49.417134,7.3417495075e+00,3.1589479724e-03,3.604091,0.46892255
49.417134,8.1967290095e+00,1.3908045190e-03,1.450585,0.10515639
49.417134,8.1967290095e+00,3.1697405316e-03,2.586132,0.38827911
49.417134,8.1967290095e+00,3.6838100482e-03,2.859981,0.46929344
49.417134,9.1512746909e+00,1.5527699134e-03,1.177761,0.10194342
49.417134,9.1512746909e+00,3.5388709655e-03,2.038716,0.35737150
49.417134,9.1512746909e+00,4.4870997453e-03,2.359833,0.46887524
49.417134,1.0216981478e+01,1.7335969011e-03,0.961790,0.10012301
49.417134,1.0216981478e+01,3.9509882861e-03,1.633936,0.33529270
49.417134,1.0216981478e+01,5.4316559890e-03,1.960515,0.46965933
49.417134,1.1406794577e+01,1.9354819986e-03,0.787433,0.09553220
49.417134,1.1406794577e+01,4.4110985083e-03,1.325877,0.30145933
49.417134,1.1406794577e+01,7.1289292911e-03,1.717501,0.46899124
49.417134,1.2735166723e+01,2.1608775168e-03,0.644621,0.09245229
49.417134,1.2735166723e+01,4.9247906197e-03,1.083183,0.27805908
49.417134,1.2735166723e+01,8.7105140213e-03,1.458304,0.45285492
49.417134,1.4218233734e+01,2.4125213493e-03,0.526775,0.08642694
49.417134,1.4218233734e+01,5.4983044705e-03,0.886573,0.24294677
49.417134,1.4218233734e+01,9.7248922608e-03,1.191983,0.37293333
49.417134,1.5874010520e+01,6.1386065692e-03,0.724815,0.22627701
49.417134,1.5874010520e+01,1.0857399374e-02,0.976200,0.34794292
49.417134,1.7722609903e+01,6.8534747055e-03,0.591105,0.20401416
49.417134,1.7722609903e+01,1.2121791996e-02,0.798254,0.30772773
49.417134,1.9786486935e+01,1.3533428783e-02,0.650926,0.28209457
49.417134,2.2090711661e+01,1.5109456975e-02,0.529265,0.22294167
56.898660,1.0000000000e-01,3.6293840539e-06,5.003572,0.00040988
56.898660,1.1164544638e-01,4.0520420277e-06,4.985541,0.00048234
56.898660,1.2464705697e-01,4.5239204092e-06,5.008802,0.00055733
56.898660,1.3916276314e-01,5.0194254360e-06,4.987398,0.00060331
56.898660,1.5536888810e-01,5.6039599335e-06,5.013407,0.00069390
56.898660,1.7346228865e-01,6.2371337112e-06,4.992680,0.00078909
56.898660,1.9366274646e-01,6.9634757729e-06,4.985339,0.00090315
56.898660,2.1621563775e-01,7.7744036100e-06,5.002208,0.00103422
56.898660,2.4139491390e-01,8.7068102384e-06,4.984944,0.00118066
56.898660,2.6950642916e-01,9.6604672106e-06,5.002370,0.00131551
56.898660,3.0089165584e-01,1.0819074882e-05,4.999410,0.00149323
56.898660,3.3593183228e-01,1.2004088212e-05,4.985406,0.00165645
56.898660,3.7505259366e-01,1.3527674257e-05,5.006755,0.00188698
56.898660,4.1872914234e-01,1.5056123552e-05,4.990237,0.00208670
56.898660,4.6749202008e-01,1.6757267518e-05,4.995925,0.00229581
56.898660,5.2193355259e-01,1.8942973130e-05,4.993924,0.00259170
56.898660,5.8271504458e-01,2.1280955354e-05,5.000658,0.00287317
56.898660,6.5057481262e-01,2.3833241654e-05,4.993322,0.00314666
56.898660,7.2633715356e-01,2.7194495175e-05,4.994817,0.00355504
56.898660,8.1092235729e-01,3.0646082053e-05,4.992072,0.00389245
56.898660,9.0535788556e-01,3.4751286093e-05,4.995028,0.00428657
56.898660,1.0107908526e+00,3.8798228480e-05,4.778626,0.00454492
56.898660,1.1285019594e+00,4.3316455373e-05,4.559290,0.00478575
56.898660,1.2599210499e+00,4.8360849956e-05,4.303104,0.00495537
56.898660,1.4066444801e+00,5.3992686804e-05,4.016821,0.00495407
56.898660,1.5704545088e+00,6.0280376193e-05,3.679960,0.00497380
56.898660,1.7533409465e+00,6.7300295078e-05,3.368397,0.00498976
56.898660,1.9575253262e+00,7.5137714853e-05,3.043902,0.00498490
56.898660,1.9575253262e+00,1.5533277590e-04,9.065706,0.02128503
56.898660,2.1854878884e+00,8.3887837145e-05,2.715798,0.00497507
56.898660,2.1854878884e+00,1.7342197102e-04,7.892207,0.02123698
56.898660,2.4399977085e+00,9.3656950236e-05,2.392747,0.00498409
56.898660,2.4399977085e+00,1.9361773366e-04,6.785261,0.02126772
56.898660,2.7241463332e+00,1.0456372015e-04,2.082429,0.00499586
56.898660,2.7241463332e+00,2.1616538301e-04,5.761804,0.02130802
56.898660,3.0413853336e+00,1.1674063211e-04,1.790854,0.00501333
56.898660,3.0413853336e+00,2.4819098028e-04,5.003449,0.02259599
56.898660,3.3955682317e+00,1.3033559982e-04,1.524223,0.00498182
56.898660,3.3955682317e+00,3.2372488275e-04,4.991743,0.03056690
56.898660,3.3955682317e+00,6.1408119148e-04,9.962586,0.10805489
56.898660,3.7909973093e+00,1.4551376221e-04,1.285028,0.00504911
56.898660,3.7909973093e+00,4.3423517799e-04,5.005762,0.04448928
56.898660,3.7909973093e+00,6.8559368734e-04,8.053874,0.10890399
56.898660,4.2324758681e+00,1.6245948936e-04,1.075069,0.00507130
56.898660,4.2324758681e+00,5.9529302599e-04,4.997021,0.06667034
56.898660,4.2324758681e+00,7.6543413256e-04,6.429941,0.10860357
56.898660,4.7253665758e+00,1.8137862208e-04,0.894401,0.00511069
56.898660,4.7253665758e+00,6.9636435262e-04,4.152979,0.07317376
56.898660,4.7253665758e+00,8.5457235402e-04,5.076054,0.10850745
56.898660,4.7253665758e+00,1.5114885173e-03,8.495420,0.30962629
56.898660,5.2756566064e+00,2.0250097225e-04,0.741554,0.00502018
56.898660,5.2756566064e+00,7.7745908988e-04,3.266149,0.07130821
56.898660,5.2756566064e+00,1.2236814342e-03,4.994733,0.16712822
56.898660,5.2756566064e+00,1.6875081021e-03,6.613457,0.29417473
56.898660,5.8900303675e+00,2.2608311438e-04,0.613890,0.00514445
56.898660,5.8900303675e+00,8.6799767130e-04,2.559187,0.07248892
56.898660,5.8900303675e+00,1.8416351963e-03,4.994721,0.28146438
56.898660,5.8900303675e+00,1.8840259532e-03,5.091101,0.29221545
56.898660,6.5759506955e+00,2.5241150224e-04,0.508170,0.00513552
56.898660,6.5759506955e+00,9.6907987465e-04,2.006569,0.07157488
56.898660,6.5759506955e+00,2.2086006446e-03,4.047666,0.30193929
56.898660,6.5759506955e+00,2.8798974538e-03,5.005505,0.44421926
56.898660,7.3417495075e+00,1.0819335518e-03,1.581252,0.07019406
56.898660,7.3417495075e+00,2.4658020483e-03,3.080197,0.28461089
56.898660,7.3417495075e+00,3.5851092097e-03,4.113043,0.46829385
56.898660,8.1967290095e+00,1.2079295434e-03,1.256724,0.06901716
56.898660,8.1967290095e+00,2.7529557036e-03,2.352620,0.26812644
56.898660,8.1967290095e+00,4.3668762534e-03,3.300363,0.46951366
56.898660,9.1512746909e+00,1.3485983306e-03,1.008819,0.06884518
56.898660,9.1512746909e+00,3.0735496838e-03,1.816434,0.25693902
56.898660,9.1512746909e+00,5.2370229062e-03,2.614587,0.46923515
56.898660,1.0216981478e+01,1.5056486261e-03,0.817304,0.06682238
56.898660,1.0216981478e+01,3.4314782641e-03,1.425004,0.23687589
56.898660,1.0216981478e+01,6.0692812834e-03,2.038188,0.42705032
56.898660,1.1406794577e+01,1.6809881294e-03,0.666574,0.06578730
56.898660,1.1406794577e+01,3.8310892252e-03,1.137128,0.22285906
56.898660,1.1406794577e+01,6.7760761807e-03,1.580221,0.39114990
56.898660,1.2735166723e+01,1.8767467006e-03,0.545510,0.06284561
56.898660,1.2735166723e+01,4.2772366666e-03,0.920048,0.20057924
56.898660,1.2735166723e+01,7.5651804987e-03,1.253085,0.33472376
56.898660,1.4218233734e+01,4.7753399690e-03,0.750639,0.18545334
56.898660,1.4218233734e+01,8.4461795370e-03,1.011983,0.30251001
56.898660,1.5874010520e+01,5.3314496244e-03,0.614306,0.16203633
56.898660,1.5874010520e+01,9.4297748458e-03,0.825877,0.24858477
56.898660,1.7722609903e+01,5.9523207315e-03,0.502485,0.15138554
56.898660,1.7722609903e+01,1.0527914219e-02,0.676320,0.23269667
56.898660,1.9786486935e+01,1.1753936824e-02,0.553387,0.20607450
65.512856,1.0000000000e-01,3.3336968403e-06,3.642757,0.00023983
65.512856,1.1164544638e-01,3.7219207182e-06,3.647716,0.00028609
65.512856,1.2464705697e-01,4.1553549996e-06,3.680667,0.00033520
65.512856,1.3916276314e-01,4.6392646378e-06,3.656607,0.00039179
65.512856,1.5536888810e-01,5.1795277135e-06,3.689220,0.00043516
65.512856,1.7346228865e-01,5.7827068359e-06,3.684299,0.00049116
65.512856,1.9366274646e-01,6.4561288596e-06,3.692966,0.00057304
65.512856,2.1621563775e-01,7.2079738839e-06,3.719463,0.00065467
65.512856,2.4139491390e-01,8.0473746174e-06,3.702052,0.00073977
65.512856,2.6950642916e-01,8.9845273132e-06,3.770803,0.00084275
65.512856,3.0089165584e-01,1.0030815624e-05,3.728836,0.00095476
65.512856,3.3593183228e-01,1.1198948878e-05,3.703779,0.00107830
65.512856,3.7505259366e-01,1.2503116464e-05,3.743304,0.00121263
65.512856,4.1872914234e-01,1.3959160188e-05,3.689765,0.00135762
65.512856,4.6749202008e-01,1.5584766702e-05,3.742310,0.00151275
65.512856,5.2193355259e-01,1.7399682351e-05,3.736733,0.00167717
65.512856,5.8271504458e-01,1.9425953029e-05,3.643818,0.00184963
65.512856,6.5057481262e-01,2.1688191972e-05,3.644565,0.00202843
65.512856,7.2633715356e-01,2.4213878738e-05,3.587932,0.00221148
65.512856,8.1092235729e-01,2.7033693002e-05,3.536736,0.00239625
65.512856,9.0535788556e-01,3.0181887224e-05,3.387960,0.00257988
65.512856,1.0107908526e+00,3.3696702717e-05,3.301946,0.00275927
65.512856,1.1285019594e+00,3.7620834162e-05,3.165944,0.00293119
65.512856,1.2599210499e+00,4.2001948231e-05,3.029730,0.00309247
65.512856,1.4066444801e+00,4.6893262589e-05,2.868222,0.00324022
65.512856,1.4066444801e+00,9.6942802468e-05,9.544897,0.01384433
65.512856,1.5704545088e+00,5.2354192338e-05,2.685718,0.00324307
65.512856,1.5704545088e+00,1.0823222454e-04,8.711142,0.01385523
65.512856,1.7533409465e+00,5.8451071732e-05,2.465576,0.00325964
65.512856,1.7533409465e+00,1.2083635022e-04,7.769997,0.01392434
65.512856,1.9575253262e+00,6.5257959947e-05,2.264957,0.00324192
65.512856,1.9575253262e+00,1.3490828258e-04,6.962772,0.01384641
65.512856,2.1854878884e+00,7.2857540679e-05,2.054112,0.00324013
65.512856,2.1854878884e+00,1.5061895429e-04,6.160166,0.01383588
65.512856,2.4399977085e+00,8.1342126510e-05,1.839229,0.00326171
65.512856,2.4399977085e+00,1.6815920384e-04,5.381650,0.01392440
65.512856,2.7241463332e+00,9.0814780235e-05,1.626125,0.00328566
65.512856,2.7241463332e+00,1.9855431214e-04,4.994553,0.01567980
65.512856,3.0413853336e+00,1.0139056677e-04,1.420030,0.00325250
65.512856,3.0413853336e+00,2.5261641030e-04,4.999895,0.02012790
65.512856,3.3955682317e+00,1.1319795085e-04,1.225029,0.00329963
65.512856,3.3955682317e+00,3.2847374794e-04,5.007952,0.02762535
65.512856,3.3955682317e+00,5.3333649921e-04,8.407295,0.07201006
65.512856,3.7909973093e+00,1.2638035752e-04,1.045697,0.00328562
